latitudes,longitudes,formatted_address,postal_code,json_responses,SHELTER_ADDRESS,SHELTER_CITY
43.6679018,-79.4056227,"21 Walmer Rd, Toronto, ON M5R 2W7, Canada",M5R 2W7,"{'results': [{'address_components': [{'long_name': '21', 'short_name': '21', 'types': ['street_number']}, {'long_name': 'Walmer Road', 'short_name': 'Walmer Rd', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5R 2W7', 'short_name': 'M5R 2W7', 'types': ['postal_code']}], 'formatted_address': '21 Walmer Rd, Toronto, ON M5R 2W7, Canada', 'geometry': {'location': {'lat': 43.6679018, 'lng': -79.4056227}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6692507802915, 'lng': -79.4042737197085}, 'southwest': {'lat': 43.6665528197085, 'lng': -79.4069716802915}}}, 'place_id': 'ChIJM5xDVZY0K4gRX7-cafN4YNw', 'plus_code': {'compound_code': 'MH9V+5Q Toronto, ON, Canada', 'global_code': '87M2MH9V+5Q'}, 'types': ['street_address']}], 'status': 'OK'}",21 Walmer Rd.,Toronto
43.6520518,-79.3914743,"23 Grange Rd, Toronto, ON M5T 1C3, Canada",M5T 1C3,"{'results': [{'address_components': [{'long_name': '23', 'short_name': '23', 'types': ['street_number']}, {'long_name': 'Grange Road', 'short_name': 'Grange Rd', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5T 1C3', 'short_name': 'M5T 1C3', 'types': ['postal_code']}], 'formatted_address': '23 Grange Rd, Toronto, ON M5T 1C3, Canada', 'geometry': {'location': {'lat': 43.6520518, 'lng': -79.3914743}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.65340078029149, 'lng': -79.3901253197085}, 'southwest': {'lat': 43.6507028197085, 'lng': -79.39282328029151}}}, 'place_id': 'ChIJ-1U7h880K4gRxvI6l2Q-M88', 'plus_code': {'compound_code': 'MJ25+RC Toronto, ON, Canada', 'global_code': '87M2MJ25+RC'}, 'types': ['street_address']}], 'status': 'OK'}",23 Grange Road,Toronto
43.63783309999999,-79.4271845,"248 Dufferin St, Toronto, ON M6K 1Z5, Canada",M6K 1Z5,"{'results': [{'address_components': [{'long_name': '248', 'short_name': '248', 'types': ['street_number']}, {'long_name': 'Dufferin Street', 'short_name': 'Dufferin St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6K 1Z5', 'short_name': 'M6K 1Z5', 'types': ['postal_code']}], 'formatted_address': '248 Dufferin St, Toronto, ON M6K 1Z5, Canada', 'geometry': {'location': {'lat': 43.63783309999999, 'lng': -79.4271845}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.63918208029149, 'lng': -79.42583551970849}, 'southwest': {'lat': 43.63648411970849, 'lng': -79.4285334802915}}}, 'place_id': 'ChIJyUDFvak1K4gRZHkwB6mqelQ', 'plus_code': {'compound_code': 'JHQF+44 Toronto, ON, Canada', 'global_code': '87M2JHQF+44'}, 'types': ['street_address']}], 'status': 'OK'}",248 Dufferin Street,Toronto
43.7728179,-79.4147577,"25 Canterbury Pl, North York, ON M2N 0E3, Canada",M2N 0E3,"{'results': [{'address_components': [{'long_name': '25', 'short_name': '25', 'types': ['street_number']}, {'long_name': 'Canterbury Place', 'short_name': 'Canterbury Pl', 'types': ['route']}, {'long_name': 'North York', 'short_name': 'North York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M2N 0E3', 'short_name': 'M2N 0E3', 'types': ['postal_code']}], 'formatted_address': '25 Canterbury Pl, North York, ON M2N 0E3, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.7729327, 'lng': -79.4146246}, 'southwest': {'lat': 43.7726771, 'lng': -79.414868}}, 'location': {'lat': 43.7728179, 'lng': -79.4147577}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7741538802915, 'lng': -79.4133973197085}, 'southwest': {'lat': 43.7714559197085, 'lng': -79.41609528029151}}}, 'place_id': 'ChIJzy-kfHItK4gRgY1PDiigbfc', 'types': ['premise']}], 'status': 'OK'}",25 Canterbury Place,North York
43.7072091,-79.50431499999999,"265 Queens Dr, North York, ON M6L 3E2, Canada",M6L 3E2,"{'results': [{'address_components': [{'long_name': '265', 'short_name': '265', 'types': ['street_number']}, {'long_name': 'Queens Drive', 'short_name': 'Queens Dr', 'types': ['route']}, {'long_name': 'North York', 'short_name': 'North York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6L 3E2', 'short_name': 'M6L 3E2', 'types': ['postal_code']}], 'formatted_address': '265 Queens Dr, North York, ON M6L 3E2, Canada', 'geometry': {'location': {'lat': 43.7072091, 'lng': -79.50431499999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7085580802915, 'lng': -79.50296601970848}, 'southwest': {'lat': 43.7058601197085, 'lng': -79.5056639802915}}}, 'place_id': 'ChIJ0d0oriIxK4gRkWoDevzGbzM', 'plus_code': {'compound_code': 'PF4W+V7 North York, Toronto, ON, Canada', 'global_code': '87M2PF4W+V7'}, 'types': ['street_address']}], 'status': 'OK'}",265 Queens Drive,Toronto
43.7392996,-79.5658713,"2671 Islington Ave, Etobicoke, ON M9V 2X6, Canada",M9V 2X6,"{'results': [{'address_components': [{'long_name': '2671', 'short_name': '2671', 'types': ['street_number']}, {'long_name': 'Islington Avenue', 'short_name': 'Islington Ave', 'types': ['route']}, {'long_name': 'Etobicoke', 'short_name': 'Etobicoke', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M9V 2X6', 'short_name': 'M9V 2X6', 'types': ['postal_code']}], 'formatted_address': '2671 Islington Ave, Etobicoke, ON M9V 2X6, Canada', 'geometry': {'location': {'lat': 43.7392996, 'lng': -79.5658713}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7406485802915, 'lng': -79.5645223197085}, 'southwest': {'lat': 43.7379506197085, 'lng': -79.56722028029151}}}, 'place_id': 'ChIJtT4Nh4M6K4gRhaQ-dnI8TT8', 'plus_code': {'compound_code': 'PCQM+PM Etobicoke, Toronto, ON, Canada', 'global_code': '87M2PCQM+PM'}, 'types': ['street_address']}], 'status': 'OK'}",2671 Islington Avenue,Toronto
43.6891159,-79.2982555,"2714 Danforth Ave, Toronto, ON M4C 1L7, Canada",M4C 1L7,"{'results': [{'address_components': [{'long_name': '2714', 'short_name': '2714', 'types': ['street_number']}, {'long_name': 'Danforth Avenue', 'short_name': 'Danforth Ave', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4C 1L7', 'short_name': 'M4C 1L7', 'types': ['postal_code']}], 'formatted_address': '2714 Danforth Ave, Toronto, ON M4C 1L7, Canada', 'geometry': {'location': {'lat': 43.6891159, 'lng': -79.2982555}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.69046488029149, 'lng': -79.2969065197085}, 'southwest': {'lat': 43.6877669197085, 'lng': -79.2996044802915}}}, 'place_id': 'ChIJfWmaeyLM1IkRKETnysuwYGM', 'plus_code': {'compound_code': 'MPQ2+JM Toronto, ON, Canada', 'global_code': '87M2MPQ2+JM'}, 'types': ['street_address']}], 'status': 'OK'}",2714 Danforth Avenue,Toronto
43.6656466,-79.4631728,"2808 Dundas St W, Toronto, ON M6P 1Y5, Canada",M6P 1Y5,"{'results': [{'address_components': [{'long_name': '2808', 'short_name': '2808', 'types': ['street_number']}, {'long_name': 'Dundas Street West', 'short_name': 'Dundas St W', 'types': ['route']}, {'long_name': 'York', 'short_name': 'York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6P 1Y5', 'short_name': 'M6P 1Y5', 'types': ['postal_code']}], 'formatted_address': '2808 Dundas St W, Toronto, ON M6P 1Y5, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.66577909999999, 'lng': -79.46301}, 'southwest': {'lat': 43.6654949, 'lng': -79.4633394}}, 'location': {'lat': 43.6656466, 'lng': -79.4631728}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.66698598029149, 'lng': -79.46182571970849}, 'southwest': {'lat': 43.66428801970849, 'lng': -79.4645236802915}}}, 'place_id': 'ChIJQdJzciI0K4gRkV-_lCCRfEo', 'types': ['premise']}], 'status': 'OK'}",2808 Dundas St W,Toronto
43.661969,-79.329504,"29 Leslie St, Toronto, ON M4M 3C3, Canada",M4M 3C3,"{'results': [{'address_components': [{'long_name': '29', 'short_name': '29', 'types': ['street_number']}, {'long_name': 'Leslie Street', 'short_name': 'Leslie St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4M 3C3', 'short_name': 'M4M 3C3', 'types': ['postal_code']}], 'formatted_address': '29 Leslie St, Toronto, ON M4M 3C3, Canada', 'geometry': {'location': {'lat': 43.661969, 'lng': -79.329504}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6633179802915, 'lng': -79.32815501970849}, 'southwest': {'lat': 43.6606200197085, 'lng': -79.33085298029151}}}, 'place_id': 'ChIJB6RkYJvL1IkRyAVqwYuYFmY', 'plus_code': {'compound_code': 'MM6C+Q5 Toronto, ON, Canada', 'global_code': '87M2MM6C+Q5'}, 'types': ['street_address']}], 'status': 'OK'}",29 Leslie Street,Toronto
43.66057139999999,-79.3714147,"291 Sherbourne St, Toronto, ON M5A 2R9, Canada",M5A 2R9,"{'results': [{'address_components': [{'long_name': '291', 'short_name': '291', 'types': ['street_number']}, {'long_name': 'Sherbourne Street', 'short_name': 'Sherbourne St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 2R9', 'short_name': 'M5A 2R9', 'types': ['postal_code']}], 'formatted_address': '291 Sherbourne St, Toronto, ON M5A 2R9, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6608843, 'lng': -79.3710864}, 'southwest': {'lat': 43.6604764, 'lng': -79.3718265}}, 'location': {'lat': 43.66057139999999, 'lng': -79.3714147}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6620293302915, 'lng': -79.37010746970849}, 'southwest': {'lat': 43.6593313697085, 'lng': -79.3728054302915}}}, 'place_id': 'ChIJ_zo940jL1IkRIvEAcO77iH8', 'types': ['premise']}], 'status': 'OK'}",291 Sherbourne Street,Toronto
43.7342249,-79.2234829,"3306 Kingston Rd, Scarborough, ON M1M 1P8, Canada",M1M 1P8,"{'results': [{'address_components': [{'long_name': '3306', 'short_name': '3306', 'types': ['street_number']}, {'long_name': 'Kingston Road', 'short_name': 'Kingston Rd', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1M 1P8', 'short_name': 'M1M 1P8', 'types': ['postal_code']}], 'formatted_address': '3306 Kingston Rd, Scarborough, ON M1M 1P8, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.73464269999999, 'lng': -79.22325479999999}, 'southwest': {'lat': 43.7338455, 'lng': -79.2237808}}, 'location': {'lat': 43.7342249, 'lng': -79.2234829}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7355930802915, 'lng': -79.2221688197085}, 'southwest': {'lat': 43.7328951197085, 'lng': -79.2248667802915}}}, 'place_id': 'ChIJmaVaDt7P1IkR8oOq0bqx8Yc', 'types': ['premise']}], 'status': 'OK'}",3306 Kingston Road,Toronto
43.6595832,-79.3739222,"339 George St, Toronto, ON M5A 2N2, Canada",M5A 2N2,"{'results': [{'address_components': [{'long_name': '339', 'short_name': '339', 'types': ['street_number']}, {'long_name': 'George Street', 'short_name': 'George St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 2N2', 'short_name': 'M5A 2N2', 'types': ['postal_code']}], 'formatted_address': '339 George St, Toronto, ON M5A 2N2, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6600451, 'lng': -79.3735994}, 'southwest': {'lat': 43.6591353, 'lng': -79.3743787}}, 'location': {'lat': 43.6595832, 'lng': -79.3739222}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.66093918029149, 'lng': -79.3726400697085}, 'southwest': {'lat': 43.6582412197085, 'lng': -79.3753380302915}}}, 'place_id': 'ChIJV0Gbj0nL1IkRxol7l66amJo', 'types': ['premise']}], 'status': 'OK'}",339 George Street,Toronto
43.798025,-79.39520569999999,"3410 Bayview Ave, North York, ON M2M 3S3, Canada",M2M 3S3,"{'results': [{'address_components': [{'long_name': '3410', 'short_name': '3410', 'types': ['street_number']}, {'long_name': 'Bayview Avenue', 'short_name': 'Bayview Ave', 'types': ['route']}, {'long_name': 'North York', 'short_name': 'North York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M2M 3S3', 'short_name': 'M2M 3S3', 'types': ['postal_code']}], 'formatted_address': '3410 Bayview Ave, North York, ON M2M 3S3, Canada', 'geometry': {'location': {'lat': 43.798025, 'lng': -79.39520569999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.79937398029149, 'lng': -79.39385671970848}, 'southwest': {'lat': 43.79667601970849, 'lng': -79.3965546802915}}}, 'place_id': 'ChIJbSMJz9ssK4gRqBBsCAVC8So', 'plus_code': {'compound_code': 'QJX3+6W North York, Toronto, ON, Canada', 'global_code': '87M2QJX3+6W'}, 'types': ['street_address']}], 'status': 'OK'}",3410 Bayview Avenue,Toronto
43.6754029,-79.4013484,"348 Davenport Rd, Toronto, ON M5R 1K6, Canada",M5R 1K6,"{'results': [{'address_components': [{'long_name': '348', 'short_name': '348', 'types': ['street_number']}, {'long_name': 'Davenport Road', 'short_name': 'Davenport Rd', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5R 1K6', 'short_name': 'M5R 1K6', 'types': ['postal_code']}], 'formatted_address': '348 Davenport Rd, Toronto, ON M5R 1K6, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6755435, 'lng': -79.4011494}, 'southwest': {'lat': 43.67524239999999, 'lng': -79.4015507}}, 'location': {'lat': 43.6754029, 'lng': -79.4013484}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.67674193029149, 'lng': -79.40000106970848}, 'southwest': {'lat': 43.6740439697085, 'lng': -79.4026990302915}}}, 'place_id': 'ChIJW47vkqE0K4gRYRJbdtZAhXg', 'types': ['premise']}], 'status': 'OK'}",348 Davenport Rd.,Toronto
43.6601444,-79.3743056,"349 George St, Toronto, ON M5A 2N2, Canada",M5A 2N2,"{'results': [{'address_components': [{'long_name': '349', 'short_name': '349', 'types': ['street_number']}, {'long_name': 'George Street', 'short_name': 'George St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 2N2', 'short_name': 'M5A 2N2', 'types': ['postal_code']}], 'formatted_address': '349 George St, Toronto, ON M5A 2N2, Canada', 'geometry': {'location': {'lat': 43.6601444, 'lng': -79.3743056}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6614933802915, 'lng': -79.37295661970849}, 'southwest': {'lat': 43.6587954197085, 'lng': -79.37565458029151}}}, 'place_id': 'ChIJnRszgknL1IkR0_QlEZ4e8rg', 'plus_code': {'compound_code': 'MJ6G+37 Toronto, ON, Canada', 'global_code': '87M2MJ6G+37'}, 'types': ['street_address']}], 'status': 'OK'}",349 George Street,Toronto
43.717528,-79.2581094,"Scarborough Church of God, 3576 St Clair Ave E, Scarborough, ON M1K 1M2, Canada",M1K 1M2,"{'results': [{'address_components': [{'long_name': 'Scarborough Church of God', 'short_name': 'Scarborough Church of God', 'types': ['premise']}, {'long_name': '3576', 'short_name': '3576', 'types': ['street_number']}, {'long_name': 'Saint Clair Avenue East', 'short_name': 'St Clair Ave E', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1K 1M2', 'short_name': 'M1K 1M2', 'types': ['postal_code']}], 'formatted_address': 'Scarborough Church of God, 3576 St Clair Ave E, Scarborough, ON M1K 1M2, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.7176544, 'lng': -79.2579052}, 'southwest': {'lat': 43.7173948, 'lng': -79.25836629999999}}, 'location': {'lat': 43.717528, 'lng': -79.2581094}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.71887358029149, 'lng': -79.25678676970848}, 'southwest': {'lat': 43.71617561970849, 'lng': -79.2594847302915}}}, 'place_id': 'ChIJ7VZTw0XO1IkR4jNJIdcxWdg', 'types': ['premise']}], 'status': 'OK'}",3576 St. Clair Avenue East,Scarborough
